year,start,end,current,coverage.fixtures.events,coverage.fixtures.lineups,coverage.fixtures.statistics_fixtures,coverage.fixtures.statistics_players,coverage.standings,coverage.players,coverage.top_scorers,coverage.top_assists,coverage.top_cards,coverage.injuries,coverage.predictions,coverage.odds,league
2019,2019-08-06,2020-07-24,False,True,True,True,False,False,True,True,True,True,False,True,False,"{'id': 108, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/108.png'}"
2020,2020-08-08,2021-05-02,False,True,True,True,False,False,True,True,True,True,False,True,False,"{'id': 108, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/108.png'}"
2021,2021-08-04,2022-05-02,False,True,True,True,False,False,True,True,True,True,False,True,False,"{'id': 108, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/108.png'}"
2022,2022-07-26,2022-08-30,True,True,True,False,False,False,False,False,False,False,False,True,True,"{'id': 108, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/108.png'}"
2019,2019-04-30,2019-12-08,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 105, 'name': 'NM Cupen', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/105.png'}"
2021,2021-07-24,2022-05-01,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 105, 'name': 'NM Cupen', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/105.png'}"
2022,2022-05-04,2022-08-11,True,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 105, 'name': 'NM Cupen', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/105.png'}"
2019,2019-03-09,2019-11-10,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 294, 'name': 'FA Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/294.png'}"
2020,2020-05-09,2020-11-08,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 294, 'name': 'FA Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/294.png'}"
2021,2021-03-06,2021-12-11,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 294, 'name': 'FA Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/294.png'}"
2022,2022-02-19,2022-10-05,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 294, 'name': 'FA Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/294.png'}"
2019,2019-02-01,2019-04-20,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 325, 'name': 'Santosh Trophy', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/325.png'}"
2020,2019-09-21,2020-04-23,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 325, 'name': 'Santosh Trophy', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/325.png'}"
2021,2021-11-21,2022-05-02,True,True,False,False,False,False,False,False,False,False,False,True,False,"{'id': 325, 'name': 'Santosh Trophy', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/325.png'}"
2019,2019-07-26,2020-07-01,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 347, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/347.png'}"
2020,2020-08-11,2021-05-20,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 347, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/347.png'}"
2021,2021-07-23,2022-05-04,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 347, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/347.png'}"
2022,2022-07-22,2022-07-31,True,True,False,False,False,False,False,False,False,False,False,True,True,"{'id': 347, 'name': 'Cup', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/347.png'}"
2019,2017-03-26,2018-03-27,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 35, 'name': 'Asian Cup - Qualification', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/35.png'}"
2022,2021-10-07,2022-06-14,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 35, 'name': 'Asian Cup - Qualification', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/35.png'}"
2019,2019-08-17,2020-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 572, 'name': 'Srpska Liga - Belgrade', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/572.png'}"
2020,2020-08-14,2021-06-05,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 572, 'name': 'Srpska Liga - Belgrade', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/572.png'}"
2021,2021-08-13,2022-06-04,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 572, 'name': 'Srpska Liga - Belgrade', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/572.png'}"
2019,2019-08-17,2020-06-05,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 573, 'name': 'Srpska Liga - Vojvodina', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/573.png'}"
2020,2020-08-15,2021-06-05,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 573, 'name': 'Srpska Liga - Vojvodina', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/573.png'}"
2021,2021-08-14,2022-06-05,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 573, 'name': 'Srpska Liga - Vojvodina', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/573.png'}"
2019,2019-08-17,2020-06-07,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 574, 'name': 'Srpska Liga - East', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/574.png'}"
2020,2020-08-15,2021-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 574, 'name': 'Srpska Liga - East', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/574.png'}"
2021,2021-08-13,2022-06-05,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 574, 'name': 'Srpska Liga - East', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/574.png'}"
2019,2019-08-17,2020-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 575, 'name': 'Srpska Liga - West', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/575.png'}"
2020,2020-08-15,2021-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 575, 'name': 'Srpska Liga - West', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/575.png'}"
2021,2021-08-14,2022-06-04,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 575, 'name': 'Srpska Liga - West', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/575.png'}"
2019,2019-09-22,2020-03-29,False,False,False,False,False,False,False,False,False,False,False,True,False,"{'id': 576, 'name': 'Gamma Ethniki - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/576.png'}"
2020,2020-10-11,2021-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 576, 'name': 'Gamma Ethniki - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/576.png'}"
2021,2021-10-24,2022-04-03,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 576, 'name': 'Gamma Ethniki - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/576.png'}"
2019,2019-09-22,2020-03-29,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 577, 'name': 'Gamma Ethniki - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/577.png'}"
2020,2020-10-11,2021-04-18,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 577, 'name': 'Gamma Ethniki - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/577.png'}"
2021,2021-10-23,2022-04-03,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 577, 'name': 'Gamma Ethniki - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/577.png'}"
2019,2019-09-21,2020-03-29,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 578, 'name': 'Gamma Ethniki - Group 3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/578.png'}"
2020,2020-10-11,2021-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 578, 'name': 'Gamma Ethniki - Group 3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/578.png'}"
2021,2021-10-24,2022-04-03,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 578, 'name': 'Gamma Ethniki - Group 3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/578.png'}"
2019,2019-09-22,2020-03-29,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 579, 'name': 'Gamma Ethniki - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/579.png'}"
2020,2020-10-11,2021-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 579, 'name': 'Gamma Ethniki - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/579.png'}"
2021,2021-10-24,2022-04-03,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 579, 'name': 'Gamma Ethniki - Group 4', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/579.png'}"
2019,2019-09-22,2020-03-29,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 580, 'name': 'Gamma Ethniki - Group 5', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/580.png'}"
2020,2020-10-18,2021-04-18,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 580, 'name': 'Gamma Ethniki - Group 5', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/580.png'}"
2021,2021-10-24,2022-04-03,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 580, 'name': 'Gamma Ethniki - Group 5', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/580.png'}"
2019,2019-09-22,2020-03-29,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 581, 'name': 'Gamma Ethniki - Group 6', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/581.png'}"
2020,2020-10-18,2021-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 581, 'name': 'Gamma Ethniki - Group 6', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/581.png'}"
2021,2021-10-24,2022-04-03,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 581, 'name': 'Gamma Ethniki - Group 6', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/581.png'}"
2019,2019-09-22,2020-03-29,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 582, 'name': 'Gamma Ethniki - Group 7', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/582.png'}"
2020,2020-10-11,2021-06-06,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 582, 'name': 'Gamma Ethniki - Group 7', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/582.png'}"
2021,2021-10-23,2022-04-03,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 582, 'name': 'Gamma Ethniki - Group 7', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/582.png'}"
2019,2019-09-22,2020-05-03,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 583, 'name': 'Gamma Ethniki - Group 8', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/583.png'}"
2020,2020-10-10,2021-06-06,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 583, 'name': 'Gamma Ethniki - Group 8', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/583.png'}"
2019,2019-10-26,2019-11-17,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 587, 'name': 'World Cup - U17', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/587.png'}"
2019,2019-12-14,2020-02-15,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 590, 'name': 'A Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/590.png'}"
2021,2021-11-19,2022-02-24,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 590, 'name': 'A Division', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/590.png'}"
2019,2019-08-03,2020-05-23,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 599, 'name': '1. Liga Classic - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/599.png'}"
2020,2020-08-14,2021-06-26,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 599, 'name': '1. Liga Classic - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/599.png'}"
2021,2021-08-21,2022-05-28,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 599, 'name': '1. Liga Classic - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/599.png'}"
2022,2022-08-06,2023-05-27,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 599, 'name': '1. Liga Classic - Group 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/599.png'}"
2019,2019-08-03,2020-05-23,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 600, 'name': '1. Liga Classic - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/600.png'}"
2020,2020-08-15,2021-06-26,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 600, 'name': '1. Liga Classic - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/600.png'}"
2021,2021-08-21,2022-05-28,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 600, 'name': '1. Liga Classic - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/600.png'}"
2022,2022-08-06,2023-05-27,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 600, 'name': '1. Liga Classic - Group 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/600.png'}"
2019,2019-08-03,2020-05-23,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 601, 'name': '1. Liga Classic - Group 3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/601.png'}"
2020,2020-08-15,2021-06-26,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 601, 'name': '1. Liga Classic - Group 3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/601.png'}"
2021,2021-08-21,2022-05-28,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 601, 'name': '1. Liga Classic - Group 3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/601.png'}"
2022,2022-08-06,2023-05-27,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 601, 'name': '1. Liga Classic - Group 3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/601.png'}"
2019,2019-03-09,2019-05-26,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 613, 'name': 'Baiano - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/613.png'}"
2020,2020-10-25,2020-12-06,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 613, 'name': 'Baiano - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/613.png'}"
2021,2021-06-27,2021-08-08,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 613, 'name': 'Baiano - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/613.png'}"
2022,2022-05-22,2022-08-07,True,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 613, 'name': 'Baiano - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/613.png'}"
2019,2019-04-07,2019-06-20,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 620, 'name': 'Cearense - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/620.png'}"
2020,2020-10-24,2020-12-08,False,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 620, 'name': 'Cearense - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/620.png'}"
2021,2021-06-16,2021-08-01,False,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 620, 'name': 'Cearense - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/620.png'}"
2022,2022-05-07,2022-08-04,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 620, 'name': 'Cearense - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/620.png'}"
2019,2019-05-25,2019-10-12,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 625, 'name': 'Carioca - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/625.png'}"
2020,2020-09-19,2020-12-16,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 625, 'name': 'Carioca - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/625.png'}"
2021,2021-09-18,2021-12-01,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 625, 'name': 'Carioca - 2', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/625.png'}"
2019,2019-08-04,2020-06-30,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 633, 'name': 'NB III - Keleti', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/633.png'}"
2020,2020-08-02,2021-05-30,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 633, 'name': 'NB III - Keleti', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/633.png'}"
2021,2021-08-01,2022-05-29,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 633, 'name': 'NB III - Keleti', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/633.png'}"
2022,2022-07-31,2023-05-21,True,True,False,False,False,True,True,True,True,True,False,True,True,"{'id': 633, 'name': 'NB III - Keleti', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/633.png'}"
2019,2019-08-04,2020-06-30,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 634, 'name': 'NB III - Nyugati', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/634.png'}"
2020,2020-08-02,2021-05-30,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 634, 'name': 'NB III - Nyugati', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/634.png'}"
2021,2021-08-01,2022-05-29,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 634, 'name': 'NB III - Nyugati', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/634.png'}"
2022,2022-07-31,2023-05-21,True,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 634, 'name': 'NB III - Nyugati', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/634.png'}"
2019,2019-08-04,2020-06-30,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 635, 'name': 'NB III - Közép', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/635.png'}"
2020,2020-08-02,2021-05-30,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 635, 'name': 'NB III - Közép', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/635.png'}"
2021,2021-08-01,2022-05-29,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 635, 'name': 'NB III - Közép', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/635.png'}"
2022,2022-07-31,2023-05-21,True,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 635, 'name': 'NB III - Közép', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/635.png'}"
2019,2019-08-03,2020-06-28,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 638, 'name': 'Kvindeliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/638.png'}"
2020,2020-08-08,2021-06-05,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 638, 'name': 'Kvindeliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/638.png'}"
2021,2021-08-06,2022-06-04,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 638, 'name': 'Kvindeliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/638.png'}"
2022,2022-08-05,2022-12-04,True,False,False,False,False,True,False,False,False,False,False,True,False,"{'id': 638, 'name': 'Kvindeliga', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/638.png'}"
2020,2020-01-22,2020-08-27,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 602, 'name': 'Baiano - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/602.png'}"
2021,2021-02-17,2021-05-23,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 602, 'name': 'Baiano - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/602.png'}"
2022,2022-01-15,2022-04-10,True,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 602, 'name': 'Baiano - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/602.png'}"
2020,2020-01-21,2020-08-15,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 603, 'name': 'Paraibano', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/603.png'}"
2021,2021-04-14,2021-06-20,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 603, 'name': 'Paraibano', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/603.png'}"
2022,2022-02-03,2022-05-14,True,True,False,False,False,True,False,False,False,False,False,True,False,"{'id': 603, 'name': 'Paraibano', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/603.png'}"
2020,2020-01-22,2020-09-13,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 604, 'name': 'Catarinense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/604.png'}"
2021,2021-02-24,2021-05-26,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 604, 'name': 'Catarinense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/604.png'}"
2022,2022-01-22,2022-04-02,True,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 604, 'name': 'Catarinense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/604.png'}"
2020,2020-01-25,2020-11-16,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 605, 'name': 'Paulista - A3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/605.png'}"
2021,2021-03-06,2021-06-12,False,True,True,False,False,False,True,True,True,True,False,True,False,"{'id': 605, 'name': 'Paulista - A3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/605.png'}"
2022,2022-01-29,2022-05-21,True,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 605, 'name': 'Paulista - A3', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/605.png'}"
2020,2020-01-18,2020-08-05,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 606, 'name': 'Paranaense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/606.png'}"
2021,2021-02-27,2021-10-13,False,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 606, 'name': 'Paranaense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/606.png'}"
2022,2022-01-22,2022-04-03,True,True,True,False,False,True,True,True,True,True,False,True,False,"{'id': 606, 'name': 'Paranaense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/606.png'}"
2020,2020-03-07,2020-12-23,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 607, 'name': 'Roraimense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/607.png'}"
2021,2021-05-01,2021-06-03,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 607, 'name': 'Roraimense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/607.png'}"
2022,2022-03-05,2022-05-04,True,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 607, 'name': 'Roraimense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/607.png'}"
2020,2020-01-25,2020-09-26,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 608, 'name': 'Maranhense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/608.png'}"
2021,2021-02-20,2021-05-23,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 608, 'name': 'Maranhense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/608.png'}"
2022,2022-01-23,2022-04-19,True,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 608, 'name': 'Maranhense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/608.png'}"
2020,2020-01-05,2020-10-22,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 609, 'name': 'Cearense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/609.png'}"
2021,2021-02-10,2021-05-23,False,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 609, 'name': 'Cearense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/609.png'}"
2022,2022-01-08,2022-04-03,True,True,True,False,False,True,False,False,False,False,False,True,False,"{'id': 609, 'name': 'Cearense - 1', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/609.png'}"
2020,2020-01-25,2020-08-29,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 610, 'name': 'Brasiliense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/610.png'}"
2021,2021-02-20,2021-05-15,False,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 610, 'name': 'Brasiliense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/610.png'}"
2022,2022-01-22,2022-04-09,True,False,False,False,False,True,True,True,True,True,False,True,False,"{'id': 610, 'name': 'Brasiliense', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/610.png'}"
2020,2020-01-25,2020-12-29,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 611, 'name': 'Capixaba', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/611.png'}"
2021,2021-02-27,2021-05-23,False,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 611, 'name': 'Capixaba', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/611.png'}"
2022,2022-01-29,2022-05-04,True,True,False,False,False,True,True,True,True,True,False,True,False,"{'id': 611, 'name': 'Capixaba', 'type': 'League', 'logo': 'https://media.api-sports.io/football/leagues/611.png'}"
2020,2019-05-01,2020-07-29,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 612, 'name': 'Copa do Nordeste', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/612.png'}"
2021,2020-12-16,2021-05-08,False,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 612, 'name': 'Copa do Nordeste', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/612.png'}"
2022,2021-10-12,2022-04-03,True,True,True,False,False,False,False,False,False,False,False,True,False,"{'id': 612, 'name': 'Copa do Nordeste', 'type': 'Cup', 'logo': 'https://media.api-sports.io/football/leagues/612.png'}"
